,Comments,Domain,SUB-DOMAIN,SENTIMENT
462,Perhaps a bit more structure to the blackboard sessions through a couple of slides to demonstrate the topic rather than a more general conversation. I did really enjoy the unit though & Thor is a great lecturer & very knowledgeable about the topic.,OUTCOMES,Interpersonal,positive
463,Perhaps a bit more structure to the blackboard sessions through a couple of slides to demonstrate the topic rather than a more general conversation. I did really enjoy the unit though & Thor is a great lecturer & very knowledgeable about the topic.,OUTCOMES,Intellectual,positive
464,Perhaps a bit more structure to the blackboard sessions through a couple of slides to demonstrate the topic rather than a more general conversation. I did really enjoy the unit though & Thor is a great lecturer & very knowledgeable about the topic.,OUTCOMES,Further Learning,positive
465,Perhaps a bit more structure to the blackboard sessions through a couple of slides to demonstrate the topic rather than a more general conversation. I did really enjoy the unit though & Thor is a great lecturer & very knowledgeable about the topic.,COURSE/UNIT DESIGN,Structure and expectations,positive
466,Perhaps a bit more structure to the blackboard sessions through a couple of slides to demonstrate the topic rather than a more general conversation. I did really enjoy the unit though & Thor is a great lecturer & very knowledgeable about the topic.,COURSE/UNIT DESIGN,Practical-theory links,positive
467,Perhaps a bit more structure to the blackboard sessions through a couple of slides to demonstrate the topic rather than a more general conversation. I did really enjoy the unit though & Thor is a great lecturer & very knowledgeable about the topic.,COURSE/UNIT DESIGN,Methods of learning and teaching,positive
468,Perhaps a bit more structure to the blackboard sessions through a couple of slides to demonstrate the topic rather than a more general conversation. I did really enjoy the unit though & Thor is a great lecturer & very knowledgeable about the topic.,STAFF,Teaching skills,positive
469,Perhaps a bit more structure to the blackboard sessions through a couple of slides to demonstrate the topic rather than a more general conversation. I did really enjoy the unit though & Thor is a great lecturer & very knowledgeable about the topic.,STAFF,Quality and attitude,positive
470,Perhaps a bit more structure to the blackboard sessions through a couple of slides to demonstrate the topic rather than a more general conversation. I did really enjoy the unit though & Thor is a great lecturer & very knowledgeable about the topic.,STAFF,Practical experience (current),positive
471,Perhaps a bit more structure to the blackboard sessions through a couple of slides to demonstrate the topic rather than a more general conversation. I did really enjoy the unit though & Thor is a great lecturer & very knowledgeable about the topic.,STAFF,Accessibility and responsiveness,positive
472,Perhaps a bit more structure to the blackboard sessions through a couple of slides to demonstrate the topic rather than a more general conversation. I did really enjoy the unit though & Thor is a great lecturer & very knowledgeable about the topic.,COURSE/UNIT DESIGN,Relevance (to work/life/discipline),positive
473,"Perhaps if there was quotes from different TEXTS to better teach any student that each TEXT's teachings about war is different (each book translator translates war differently inside the TEXT), so they can point out in their assignments the difference between peaceful RELIGION and extremist RELIGION. Also perhaps show a sector branch of RELIGION where RELIGION is completely peaceful, so the students can see there are different types of  religions, and they can point out in their assignments RELIGIOUS teachers dont have to teach hate and war, they can teach RELIGION if they must.",COURSE/UNIT DESIGN,Practical-theory links,negative
474,"Perhaps if there was quotes from different TEXTS to better teach any student that each TEXT's teachings about war is different (each book translator translates war differently inside the TEXT), so they can point out in their assignments the difference between peaceful RELIGION and extremist RELIGION. Also perhaps show a sector branch of RELIGION where RELIGION is completely peaceful, so the students can see there are different types of  religions, and they can point out in their assignments RELIGIOUS teachers dont have to teach hate and war, they can teach RELIGION if they must.",OUTCOMES,Personal,negative
475,"Perhaps if there was quotes from different TEXTS to better teach any student that each TEXT's teachings about war is different (each book translator translates war differently inside the TEXT), so they can point out in their assignments the difference between peaceful RELIGION and extremist RELIGION. Also perhaps show a sector branch of RELIGION where RELIGION is completely peaceful, so the students can see there are different types of  religions, and they can point out in their assignments RELIGIOUS teachers dont have to teach hate and war, they can teach RELIGION if they must.",OUTCOMES,Knowledge & Skills,negative
476,"Perhaps if there was quotes from different TEXTS to better teach any student that each TEXT's teachings about war is different (each book translator translates war differently inside the TEXT), so they can point out in their assignments the difference between peaceful RELIGION and extremist RELIGION. Also perhaps show a sector branch of RELIGION where RELIGION is completely peaceful, so the students can see there are different types of  religions, and they can point out in their assignments RELIGIOUS teachers dont have to teach hate and war, they can teach RELIGION if they must.",OUTCOMES,Interpersonal,negative
477,"Perhaps if there was quotes from different TEXTS to better teach any student that each TEXT's teachings about war is different (each book translator translates war differently inside the TEXT), so they can point out in their assignments the difference between peaceful RELIGION and extremist RELIGION. Also perhaps show a sector branch of RELIGION where RELIGION is completely peaceful, so the students can see there are different types of  religions, and they can point out in their assignments RELIGIOUS teachers dont have to teach hate and war, they can teach RELIGION if they must.",SUPPORT,Social affinity/ support,negative
478,"Perhaps if there was quotes from different TEXTS to better teach any student that each TEXT's teachings about war is different (each book translator translates war differently inside the TEXT), so they can point out in their assignments the difference between peaceful RELIGION and extremist RELIGION. Also perhaps show a sector branch of RELIGION where RELIGION is completely peaceful, so the students can see there are different types of  religions, and they can point out in their assignments RELIGIOUS teachers dont have to teach hate and war, they can teach RELIGION if they must.",SUPPORT,Student services,negative
479,"Perhaps if there was quotes from different TEXTS to better teach any student that each TEXT's teachings about war is different (each book translator translates war differently inside the TEXT), so they can point out in their assignments the difference between peaceful RELIGION and extremist RELIGION. Also perhaps show a sector branch of RELIGION where RELIGION is completely peaceful, so the students can see there are different types of  religions, and they can point out in their assignments RELIGIOUS teachers dont have to teach hate and war, they can teach RELIGION if they must.",SUPPORT,Library,negative
480,"Perhaps if there was quotes from different TEXTS to better teach any student that each TEXT's teachings about war is different (each book translator translates war differently inside the TEXT), so they can point out in their assignments the difference between peaceful RELIGION and extremist RELIGION. Also perhaps show a sector branch of RELIGION where RELIGION is completely peaceful, so the students can see there are different types of  religions, and they can point out in their assignments RELIGIOUS teachers dont have to teach hate and war, they can teach RELIGION if they must.",SUPPORT,Leanring resources,negative
481,"Perhaps if there was quotes from different TEXTS to better teach any student that each TEXT's teachings about war is different (each book translator translates war differently inside the TEXT), so they can point out in their assignments the difference between peaceful RELIGION and extremist RELIGION. Also perhaps show a sector branch of RELIGION where RELIGION is completely peaceful, so the students can see there are different types of  religions, and they can point out in their assignments RELIGIOUS teachers dont have to teach hate and war, they can teach RELIGION if they must.",OUTCOMES,Intellectual,negative
482,"Perhaps if there was quotes from different TEXTS to better teach any student that each TEXT's teachings about war is different (each book translator translates war differently inside the TEXT), so they can point out in their assignments the difference between peaceful RELIGION and extremist RELIGION. Also perhaps show a sector branch of RELIGION where RELIGION is completely peaceful, so the students can see there are different types of  religions, and they can point out in their assignments RELIGIOUS teachers dont have to teach hate and war, they can teach RELIGION if they must.",OUTCOMES,Work application/ career,negative
483,"Perhaps if there was quotes from different TEXTS to better teach any student that each TEXT's teachings about war is different (each book translator translates war differently inside the TEXT), so they can point out in their assignments the difference between peaceful RELIGION and extremist RELIGION. Also perhaps show a sector branch of RELIGION where RELIGION is completely peaceful, so the students can see there are different types of  religions, and they can point out in their assignments RELIGIOUS teachers dont have to teach hate and war, they can teach RELIGION if they must.",SUPPORT,Student administration,negative
484,"Perhaps if there was quotes from different TEXTS to better teach any student that each TEXT's teachings about war is different (each book translator translates war differently inside the TEXT), so they can point out in their assignments the difference between peaceful RELIGION and extremist RELIGION. Also perhaps show a sector branch of RELIGION where RELIGION is completely peaceful, so the students can see there are different types of  religions, and they can point out in their assignments RELIGIOUS teachers dont have to teach hate and war, they can teach RELIGION if they must.",SUPPORT,Infrastructure/ environment,negative
485,"Perhaps if there was quotes from different TEXTS to better teach any student that each TEXT's teachings about war is different (each book translator translates war differently inside the TEXT), so they can point out in their assignments the difference between peaceful RELIGION and extremist RELIGION. Also perhaps show a sector branch of RELIGION where RELIGION is completely peaceful, so the students can see there are different types of  religions, and they can point out in their assignments RELIGIOUS teachers dont have to teach hate and war, they can teach RELIGION if they must.",OUTCOMES,Further Learning,negative
486,"Perhaps if there was quotes from different TEXTS to better teach any student that each TEXT's teachings about war is different (each book translator translates war differently inside the TEXT), so they can point out in their assignments the difference between peaceful RELIGION and extremist RELIGION. Also perhaps show a sector branch of RELIGION where RELIGION is completely peaceful, so the students can see there are different types of  religions, and they can point out in their assignments RELIGIOUS teachers dont have to teach hate and war, they can teach RELIGION if they must.",COURSE/UNIT DESIGN,Methods of learning and teaching,negative
487,"Perhaps no readings in the week that the assignments are due would make it not so pressured, but on the other hand you don't get that it in the real world, but it would be nice.",COURSE/UNIT DESIGN,Flexibility/ responsiveness,positive
488,"Perhaps no readings in the week that the assignments are due would make it not so pressured, but on the other hand you don't get that it in the real world, but it would be nice.",COURSE/UNIT DESIGN,Relevance (to work/life/discipline),positive
489,"Perhaps no readings in the week that the assignments are due would make it not so pressured, but on the other hand you don't get that it in the real world, but it would be nice.",COURSE/UNIT DESIGN,Practical-theory links,positive
490,"Perhaps no readings in the week that the assignments are due would make it not so pressured, but on the other hand you don't get that it in the real world, but it would be nice.",COURSE/UNIT DESIGN,Methods of learning and teaching,positive
491,"Perhaps offer a night class, I work full time, and was very disappointed I could not make the day classes. the online experience is OK, but never as good as in person.
Also its very hard to ask questions online without feeling like the whole world is watching you.",COURSE/UNIT DESIGN,Structure and expectations,negative
492,"Perhaps offer a night class, I work full time, and was very disappointed I could not make the day classes. the online experience is OK, but never as good as in person.
Also its very hard to ask questions online without feeling like the whole world is watching you.",COURSE/UNIT DESIGN,Relevance (to work/life/discipline),negative
493,"Perhaps offer a night class, I work full time, and was very disappointed I could not make the day classes. the online experience is OK, but never as good as in person.
Also its very hard to ask questions online without feeling like the whole world is watching you.",COURSE/UNIT DESIGN,Methods of learning and teaching,negative
494,"Perhaps offer a night class, I work full time, and was very disappointed I could not make the day classes. the online experience is OK, but never as good as in person.
Also its very hard to ask questions online without feeling like the whole world is watching you.",COURSE/UNIT DESIGN,Practical-theory links,negative
495,"Perhaps offer a night class, I work full time, and was very disappointed I could not make the day classes. the online experience is OK, but never as good as in person.
Also its very hard to ask questions online without feeling like the whole world is watching you.",COURSE/UNIT DESIGN,Flexibility/ responsiveness,negative
496,Practice quizzes,,,negative
497,Practice quizzes,COURSE/UNIT DESIGN,Practical-theory links,negative
498,Probably some multiple choice questions within the tutorials,COURSE/UNIT DESIGN,Flexibility/ responsiveness,negative
499,Replace Twilight as a prescribed text.,unkonwn,unkonwn,negative
500,"Significant problems in subject! Mistakes in both tests & prac tests & lecture slides, appalling! Assignment really confusing! Thor exceedingly difficult to use, huge time wasted trying to find correct data, learnt little. 3 tests & assignment should be worth more than 40%. End of T3 rushed: new content in last week, only 1 hour rushed revision, no swot vac, test on very last day of term, exam 7 days later, Aus day lecture took 7 days to post, unfair for off campus, very little response by lecturers to discussion posts in last week. Other T3 subjects had 10 lectures, revision & swot vac.",COURSE/UNIT DESIGN,Flexibility/ responsiveness,negative
501,"Significant problems in subject! Mistakes in both tests & prac tests & lecture slides, appalling! Assignment really confusing! Thor exceedingly difficult to use, huge time wasted trying to find correct data, learnt little. 3 tests & assignment should be worth more than 40%. End of T3 rushed: new content in last week, only 1 hour rushed revision, no swot vac, test on very last day of term, exam 7 days later, Aus day lecture took 7 days to post, unfair for off campus, very little response by lecturers to discussion posts in last week. Other T3 subjects had 10 lectures, revision & swot vac.",COURSE/UNIT DESIGN,Structure and expectations,negative
502,"Significant problems in subject! Mistakes in both tests & prac tests & lecture slides, appalling! Assignment really confusing! Thor exceedingly difficult to use, huge time wasted trying to find correct data, learnt little. 3 tests & assignment should be worth more than 40%. End of T3 rushed: new content in last week, only 1 hour rushed revision, no swot vac, test on very last day of term, exam 7 days later, Aus day lecture took 7 days to post, unfair for off campus, very little response by lecturers to discussion posts in last week. Other T3 subjects had 10 lectures, revision & swot vac.",COURSE/UNIT DESIGN,Relevance (to work/life/discipline),negative
503,"Significant problems in subject! Mistakes in both tests & prac tests & lecture slides, appalling! Assignment really confusing! Thor exceedingly difficult to use, huge time wasted trying to find correct data, learnt little. 3 tests & assignment should be worth more than 40%. End of T3 rushed: new content in last week, only 1 hour rushed revision, no swot vac, test on very last day of term, exam 7 days later, Aus day lecture took 7 days to post, unfair for off campus, very little response by lecturers to discussion posts in last week. Other T3 subjects had 10 lectures, revision & swot vac.",COURSE/UNIT DESIGN,Practical-theory links,negative
504,"Significant problems in subject! Mistakes in both tests & prac tests & lecture slides, appalling! Assignment really confusing! Thor exceedingly difficult to use, huge time wasted trying to find correct data, learnt little. 3 tests & assignment should be worth more than 40%. End of T3 rushed: new content in last week, only 1 hour rushed revision, no swot vac, test on very last day of term, exam 7 days later, Aus day lecture took 7 days to post, unfair for off campus, very little response by lecturers to discussion posts in last week. Other T3 subjects had 10 lectures, revision & swot vac.",COURSE/UNIT DESIGN,Methods of learning and teaching,negative
505,"Significant problems in subject! Mistakes in both tests & prac tests & lecture slides, appalling! Assignment really confusing! Thor exceedingly difficult to use, huge time wasted trying to find correct data, learnt little. 3 tests & assignment should be worth more than 40%. End of T3 rushed: new content in last week, only 1 hour rushed revision, no swot vac, test on very last day of term, exam 7 days later, Aus day lecture took 7 days to post, unfair for off campus, very little response by lecturers to discussion posts in last week. Other T3 subjects had 10 lectures, revision & swot vac.",SUPPORT,Student services,negative
506,"Significant problems in subject! Mistakes in both tests & prac tests & lecture slides, appalling! Assignment really confusing! Thor exceedingly difficult to use, huge time wasted trying to find correct data, learnt little. 3 tests & assignment should be worth more than 40%. End of T3 rushed: new content in last week, only 1 hour rushed revision, no swot vac, test on very last day of term, exam 7 days later, Aus day lecture took 7 days to post, unfair for off campus, very little response by lecturers to discussion posts in last week. Other T3 subjects had 10 lectures, revision & swot vac.",SUPPORT,Student administration,negative
507,"Significant problems in subject! Mistakes in both tests & prac tests & lecture slides, appalling! Assignment really confusing! Thor exceedingly difficult to use, huge time wasted trying to find correct data, learnt little. 3 tests & assignment should be worth more than 40%. End of T3 rushed: new content in last week, only 1 hour rushed revision, no swot vac, test on very last day of term, exam 7 days later, Aus day lecture took 7 days to post, unfair for off campus, very little response by lecturers to discussion posts in last week. Other T3 subjects had 10 lectures, revision & swot vac.",SUPPORT,Social affinity/ support,negative
508,"Significant problems in subject! Mistakes in both tests & prac tests & lecture slides, appalling! Assignment really confusing! Thor exceedingly difficult to use, huge time wasted trying to find correct data, learnt little. 3 tests & assignment should be worth more than 40%. End of T3 rushed: new content in last week, only 1 hour rushed revision, no swot vac, test on very last day of term, exam 7 days later, Aus day lecture took 7 days to post, unfair for off campus, very little response by lecturers to discussion posts in last week. Other T3 subjects had 10 lectures, revision & swot vac.",ASSESSMENT,Relevance,negative
509,"Significant problems in subject! Mistakes in both tests & prac tests & lecture slides, appalling! Assignment really confusing! Thor exceedingly difficult to use, huge time wasted trying to find correct data, learnt little. 3 tests & assignment should be worth more than 40%. End of T3 rushed: new content in last week, only 1 hour rushed revision, no swot vac, test on very last day of term, exam 7 days later, Aus day lecture took 7 days to post, unfair for off campus, very little response by lecturers to discussion posts in last week. Other T3 subjects had 10 lectures, revision & swot vac.",ASSESSMENT,Standards,negative
510,"Significant problems in subject! Mistakes in both tests & prac tests & lecture slides, appalling! Assignment really confusing! Thor exceedingly difficult to use, huge time wasted trying to find correct data, learnt little. 3 tests & assignment should be worth more than 40%. End of T3 rushed: new content in last week, only 1 hour rushed revision, no swot vac, test on very last day of term, exam 7 days later, Aus day lecture took 7 days to post, unfair for off campus, very little response by lecturers to discussion posts in last week. Other T3 subjects had 10 lectures, revision & swot vac.",SUPPORT,Infrastructure/ environment,negative
511,"Significant problems in subject! Mistakes in both tests & prac tests & lecture slides, appalling! Assignment really confusing! Thor exceedingly difficult to use, huge time wasted trying to find correct data, learnt little. 3 tests & assignment should be worth more than 40%. End of T3 rushed: new content in last week, only 1 hour rushed revision, no swot vac, test on very last day of term, exam 7 days later, Aus day lecture took 7 days to post, unfair for off campus, very little response by lecturers to discussion posts in last week. Other T3 subjects had 10 lectures, revision & swot vac.",ASSESSMENT,Marking,negative
512,"Significant problems in subject! Mistakes in both tests & prac tests & lecture slides, appalling! Assignment really confusing! Thor exceedingly difficult to use, huge time wasted trying to find correct data, learnt little. 3 tests & assignment should be worth more than 40%. End of T3 rushed: new content in last week, only 1 hour rushed revision, no swot vac, test on very last day of term, exam 7 days later, Aus day lecture took 7 days to post, unfair for off campus, very little response by lecturers to discussion posts in last week. Other T3 subjects had 10 lectures, revision & swot vac.",ASSESSMENT,Feedback/ return,negative
513,"Significant problems in subject! Mistakes in both tests & prac tests & lecture slides, appalling! Assignment really confusing! Thor exceedingly difficult to use, huge time wasted trying to find correct data, learnt little. 3 tests & assignment should be worth more than 40%. End of T3 rushed: new content in last week, only 1 hour rushed revision, no swot vac, test on very last day of term, exam 7 days later, Aus day lecture took 7 days to post, unfair for off campus, very little response by lecturers to discussion posts in last week. Other T3 subjects had 10 lectures, revision & swot vac.",ASSESSMENT,Expectations,negative
514,"Significant problems in subject! Mistakes in both tests & prac tests & lecture slides, appalling! Assignment really confusing! Thor exceedingly difficult to use, huge time wasted trying to find correct data, learnt little. 3 tests & assignment should be worth more than 40%. End of T3 rushed: new content in last week, only 1 hour rushed revision, no swot vac, test on very last day of term, exam 7 days later, Aus day lecture took 7 days to post, unfair for off campus, very little response by lecturers to discussion posts in last week. Other T3 subjects had 10 lectures, revision & swot vac.",SUPPORT,Leanring resources,negative
515,"Skype for Business implementation and training.  
Assignments due dates should be a date range.  drop box opens on Friday and closed Sunday midnight.  Friday deadlines for students working isn't practical. 
More examples of past projects, this would generate some ideas for your own project and/or gain some understanding of previous efforts.",ASSESSMENT,Feedback/ return,negative
516,"Skype for Business implementation and training.  
Assignments due dates should be a date range.  drop box opens on Friday and closed Sunday midnight.  Friday deadlines for students working isn't practical. 
More examples of past projects, this would generate some ideas for your own project and/or gain some understanding of previous efforts.",ASSESSMENT,Marking,negative
517,"Skype for Business implementation and training.  
Assignments due dates should be a date range.  drop box opens on Friday and closed Sunday midnight.  Friday deadlines for students working isn't practical. 
More examples of past projects, this would generate some ideas for your own project and/or gain some understanding of previous efforts.",ASSESSMENT,Relevance,negative
518,"Skype for Business implementation and training.  
Assignments due dates should be a date range.  drop box opens on Friday and closed Sunday midnight.  Friday deadlines for students working isn't practical. 
More examples of past projects, this would generate some ideas for your own project and/or gain some understanding of previous efforts.",ASSESSMENT,Standards,negative
519,"Skype for Business implementation and training.  
Assignments due dates should be a date range.  drop box opens on Friday and closed Sunday midnight.  Friday deadlines for students working isn't practical. 
More examples of past projects, this would generate some ideas for your own project and/or gain some understanding of previous efforts.",COURSE/UNIT DESIGN,Methods of learning and teaching,negative
520,"Skype for Business implementation and training.  
Assignments due dates should be a date range.  drop box opens on Friday and closed Sunday midnight.  Friday deadlines for students working isn't practical. 
More examples of past projects, this would generate some ideas for your own project and/or gain some understanding of previous efforts.",COURSE/UNIT DESIGN,Practical-theory links,negative
521,"Skype for Business implementation and training.  
Assignments due dates should be a date range.  drop box opens on Friday and closed Sunday midnight.  Friday deadlines for students working isn't practical. 
More examples of past projects, this would generate some ideas for your own project and/or gain some understanding of previous efforts.",COURSE/UNIT DESIGN,Relevance (to work/life/discipline),negative
522,"Skype for Business implementation and training.  
Assignments due dates should be a date range.  drop box opens on Friday and closed Sunday midnight.  Friday deadlines for students working isn't practical. 
More examples of past projects, this would generate some ideas for your own project and/or gain some understanding of previous efforts.",COURSE/UNIT DESIGN,Structure and expectations,negative
523,"Skype for Business implementation and training.  
Assignments due dates should be a date range.  drop box opens on Friday and closed Sunday midnight.  Friday deadlines for students working isn't practical. 
More examples of past projects, this would generate some ideas for your own project and/or gain some understanding of previous efforts.",OUTCOMES,Intellectual,negative
524,"Skype for Business implementation and training.  
Assignments due dates should be a date range.  drop box opens on Friday and closed Sunday midnight.  Friday deadlines for students working isn't practical. 
More examples of past projects, this would generate some ideas for your own project and/or gain some understanding of previous efforts.",OUTCOMES,Interpersonal,negative
525,"Skype for Business implementation and training.  
Assignments due dates should be a date range.  drop box opens on Friday and closed Sunday midnight.  Friday deadlines for students working isn't practical. 
More examples of past projects, this would generate some ideas for your own project and/or gain some understanding of previous efforts.",OUTCOMES,Knowledge & Skills,negative
526,"Skype for Business implementation and training.  
Assignments due dates should be a date range.  drop box opens on Friday and closed Sunday midnight.  Friday deadlines for students working isn't practical. 
More examples of past projects, this would generate some ideas for your own project and/or gain some understanding of previous efforts.",OUTCOMES,Personal,negative
527,"Skype for Business implementation and training.  
Assignments due dates should be a date range.  drop box opens on Friday and closed Sunday midnight.  Friday deadlines for students working isn't practical. 
More examples of past projects, this would generate some ideas for your own project and/or gain some understanding of previous efforts.",OUTCOMES,Work application/ career,negative
528,"Skype for Business implementation and training.  
Assignments due dates should be a date range.  drop box opens on Friday and closed Sunday midnight.  Friday deadlines for students working isn't practical. 
More examples of past projects, this would generate some ideas for your own project and/or gain some understanding of previous efforts.",ASSESSMENT,Expectations,negative
529,"Skype for Business implementation and training.  
Assignments due dates should be a date range.  drop box opens on Friday and closed Sunday midnight.  Friday deadlines for students working isn't practical. 
More examples of past projects, this would generate some ideas for your own project and/or gain some understanding of previous efforts.",COURSE/UNIT DESIGN,Flexibility/ responsiveness,negative
530,"Skype for Business implementation and training.  
Assignments due dates should be a date range.  drop box opens on Friday and closed Sunday midnight.  Friday deadlines for students working isn't practical. 
More examples of past projects, this would generate some ideas for your own project and/or gain some understanding of previous efforts.",OUTCOMES,Further Learning,negative
531,"Some people seemed a little confused about what was expected, however personally, I thought the information was sufficient.",OUTCOMES,Knowledge & Skills,negative
532,"Some people seemed a little confused about what was expected, however personally, I thought the information was sufficient.",SUPPORT,Infrastructure/ environment,negative
533,"Some people seemed a little confused about what was expected, however personally, I thought the information was sufficient.",SUPPORT,Student services,negative
534,"Some people seemed a little confused about what was expected, however personally, I thought the information was sufficient.",SUPPORT,Student administration,negative
535,"Some people seemed a little confused about what was expected, however personally, I thought the information was sufficient.",SUPPORT,Social affinity/ support,negative
536,"Some people seemed a little confused about what was expected, however personally, I thought the information was sufficient.",OUTCOMES,Work application/ career,negative
537,"Some people seemed a little confused about what was expected, however personally, I thought the information was sufficient.",COURSE/UNIT DESIGN,Relevance (to work/life/discipline),negative
538,"Some pragmatism at the start of the unit may have helped.  With only one lesson, unfortunately a lot of the time was taken up with people talking about what there values around environmental sustainability are etc, when core skills could more usefully have been focused upon.  For example, getting everyone to make a quick 30 second movie of anything on campus with some audio so that the multimedia task wasn't so self-taught may have resulted in much higher quality work outputs.  I believe this was only rescued due to Thor's level of commitment to engaging with students after hours.",OUTCOMES,Personal,positive
539,"Some pragmatism at the start of the unit may have helped.  With only one lesson, unfortunately a lot of the time was taken up with people talking about what there values around environmental sustainability are etc, when core skills could more usefully have been focused upon.  For example, getting everyone to make a quick 30 second movie of anything on campus with some audio so that the multimedia task wasn't so self-taught may have resulted in much higher quality work outputs.  I believe this was only rescued due to Thor's level of commitment to engaging with students after hours.",COURSE/UNIT DESIGN,Relevance (to work/life/discipline),positive
540,"Some pragmatism at the start of the unit may have helped.  With only one lesson, unfortunately a lot of the time was taken up with people talking about what there values around environmental sustainability are etc, when core skills could more usefully have been focused upon.  For example, getting everyone to make a quick 30 second movie of anything on campus with some audio so that the multimedia task wasn't so self-taught may have resulted in much higher quality work outputs.  I believe this was only rescued due to Thor's level of commitment to engaging with students after hours.",COURSE/UNIT DESIGN,Structure and expectations,positive
541,"Some pragmatism at the start of the unit may have helped.  With only one lesson, unfortunately a lot of the time was taken up with people talking about what there values around environmental sustainability are etc, when core skills could more usefully have been focused upon.  For example, getting everyone to make a quick 30 second movie of anything on campus with some audio so that the multimedia task wasn't so self-taught may have resulted in much higher quality work outputs.  I believe this was only rescued due to Thor's level of commitment to engaging with students after hours.",SUPPORT,Leanring resources,positive
542,"Some pragmatism at the start of the unit may have helped.  With only one lesson, unfortunately a lot of the time was taken up with people talking about what there values around environmental sustainability are etc, when core skills could more usefully have been focused upon.  For example, getting everyone to make a quick 30 second movie of anything on campus with some audio so that the multimedia task wasn't so self-taught may have resulted in much higher quality work outputs.  I believe this was only rescued due to Thor's level of commitment to engaging with students after hours.",SUPPORT,Social affinity/ support,positive
543,"Some pragmatism at the start of the unit may have helped.  With only one lesson, unfortunately a lot of the time was taken up with people talking about what there values around environmental sustainability are etc, when core skills could more usefully have been focused upon.  For example, getting everyone to make a quick 30 second movie of anything on campus with some audio so that the multimedia task wasn't so self-taught may have resulted in much higher quality work outputs.  I believe this was only rescued due to Thor's level of commitment to engaging with students after hours.",SUPPORT,Student administration,positive
544,"Some pragmatism at the start of the unit may have helped.  With only one lesson, unfortunately a lot of the time was taken up with people talking about what there values around environmental sustainability are etc, when core skills could more usefully have been focused upon.  For example, getting everyone to make a quick 30 second movie of anything on campus with some audio so that the multimedia task wasn't so self-taught may have resulted in much higher quality work outputs.  I believe this was only rescued due to Thor's level of commitment to engaging with students after hours.",SUPPORT,Student services,positive
545,"Some pragmatism at the start of the unit may have helped.  With only one lesson, unfortunately a lot of the time was taken up with people talking about what there values around environmental sustainability are etc, when core skills could more usefully have been focused upon.  For example, getting everyone to make a quick 30 second movie of anything on campus with some audio so that the multimedia task wasn't so self-taught may have resulted in much higher quality work outputs.  I believe this was only rescued due to Thor's level of commitment to engaging with students after hours.",OUTCOMES,Intellectual,positive
546,"Some pragmatism at the start of the unit may have helped.  With only one lesson, unfortunately a lot of the time was taken up with people talking about what there values around environmental sustainability are etc, when core skills could more usefully have been focused upon.  For example, getting everyone to make a quick 30 second movie of anything on campus with some audio so that the multimedia task wasn't so self-taught may have resulted in much higher quality work outputs.  I believe this was only rescued due to Thor's level of commitment to engaging with students after hours.",OUTCOMES,Interpersonal,positive
547,"Some pragmatism at the start of the unit may have helped.  With only one lesson, unfortunately a lot of the time was taken up with people talking about what there values around environmental sustainability are etc, when core skills could more usefully have been focused upon.  For example, getting everyone to make a quick 30 second movie of anything on campus with some audio so that the multimedia task wasn't so self-taught may have resulted in much higher quality work outputs.  I believe this was only rescued due to Thor's level of commitment to engaging with students after hours.",OUTCOMES,Knowledge & Skills,positive
548,"Some pragmatism at the start of the unit may have helped.  With only one lesson, unfortunately a lot of the time was taken up with people talking about what there values around environmental sustainability are etc, when core skills could more usefully have been focused upon.  For example, getting everyone to make a quick 30 second movie of anything on campus with some audio so that the multimedia task wasn't so self-taught may have resulted in much higher quality work outputs.  I believe this was only rescued due to Thor's level of commitment to engaging with students after hours.",OUTCOMES,Work application/ career,positive
549,"Some pragmatism at the start of the unit may have helped.  With only one lesson, unfortunately a lot of the time was taken up with people talking about what there values around environmental sustainability are etc, when core skills could more usefully have been focused upon.  For example, getting everyone to make a quick 30 second movie of anything on campus with some audio so that the multimedia task wasn't so self-taught may have resulted in much higher quality work outputs.  I believe this was only rescued due to Thor's level of commitment to engaging with students after hours.",COURSE/UNIT DESIGN,Practical-theory links,positive
550,"Some pragmatism at the start of the unit may have helped.  With only one lesson, unfortunately a lot of the time was taken up with people talking about what there values around environmental sustainability are etc, when core skills could more usefully have been focused upon.  For example, getting everyone to make a quick 30 second movie of anything on campus with some audio so that the multimedia task wasn't so self-taught may have resulted in much higher quality work outputs.  I believe this was only rescued due to Thor's level of commitment to engaging with students after hours.",COURSE/UNIT DESIGN,Flexibility/ responsiveness,positive
551,"Some pragmatism at the start of the unit may have helped.  With only one lesson, unfortunately a lot of the time was taken up with people talking about what there values around environmental sustainability are etc, when core skills could more usefully have been focused upon.  For example, getting everyone to make a quick 30 second movie of anything on campus with some audio so that the multimedia task wasn't so self-taught may have resulted in much higher quality work outputs.  I believe this was only rescued due to Thor's level of commitment to engaging with students after hours.",SUPPORT,Infrastructure/ environment,positive
552,"Some pragmatism at the start of the unit may have helped.  With only one lesson, unfortunately a lot of the time was taken up with people talking about what there values around environmental sustainability are etc, when core skills could more usefully have been focused upon.  For example, getting everyone to make a quick 30 second movie of anything on campus with some audio so that the multimedia task wasn't so self-taught may have resulted in much higher quality work outputs.  I believe this was only rescued due to Thor's level of commitment to engaging with students after hours.",COURSE/UNIT DESIGN,Methods of learning and teaching,positive
